QUESTION,BT_LEVEL
Determine the resistivity of a Si sample if it is doped with 10 phosphorus atoms/cm and H. = 750 cm Vs. Find the Hall coefficient of the sample. ,K3-APPLY
Sketch the 1-V curve of a zener diode and explain what a zener breakdown is. ,K3-APPLY
Show that the Fermi-Dirac function is a step function at T = 0 K. ,K3-APPLY
Draw the face-centered cubic cell and determine its packing fraction. State and explain the assumptions you have made. ,K3-APPLY
Apply the energy band diagram to explain why an intrinsic semiconductor is conductive and that its conductivity increases with temperature.,K3-APPLY
Draw the body-centered cubic cell and determine its packing fraction. State and explain the assumptions you have made. ,K3-APPLY
Calculate the carrier densities of the doped semiconductor at 400 K. ,K3-APPLY
Draw a faced-centered cubic (FCC) cell. Calculate the packing fraction of the FCC cell. State any assumptions you have made and explain your calculations. ,K3-APPLY
Show that the wavefunction of a free particle is a plane wave. ,K3-APPLY
Determine the doping levels in the respective regions.,K3-APPLY
"Sketch the energy band diagram of the ideal metal-semiconductor contact in forward bias mode. Show the conduction and valence band edges, and all the Fermi levels. ",K3-APPLY
Determine the volume density and area density on the (1 0 0) plane of a body center cubic cell with lattice constant of 5 Å. ,K3-APPLY
Determine the Fermi level (in eV) of the doped semiconductor and draw the energy band diagram. ,K3-APPLY
Prepare a time-phased product structure. ,K3-APPLY
Determine the economic order quantity.,K3-APPLY
Calculate the optimal size of the production run. ,K3-APPLY
Calculate the average holding and setup cost per year. ,K3-APPLY
"Calculate the total cost per year, including the cost of the lights. ",K3-APPLY
Calculate the variance of demand for the winery. ,K3-APPLY
Calculate the variance of orders for the glass bottles. ,K3-APPLY
Determine if the winery is providing an amplifying or smoothing effect. ,K3-APPLY
Determine the percentage of DHT's assets committed to inventory. ,K3-APPLY
Calculate the percent invested in inventory. ,K3-APPLY
Calculate the inventory turnover. ,K3-APPLY
Determine if the winery is providing an amplifying or smoothing effect. ,K3-APPLY
Describe and sketch the THREE (3) types of brick bonding. ,K3-APPLY
Sketch and label the section of the ground floor slab. Explain the purpose of each labelled component. ,K3-APPLY
Sketch a diagram which indicates the Damp Proof Membrane (DPM) in the non reinforced concrete ground floor. ,K3-APPLY
Demonstrate the steps involved in setting out of a building foundation and discuss the setting out of purposes. ,K3-APPLY
Determine the type of MOSFET. ,K3-APPLY
"FinFET technology is developed to minimize some of the shortcomings in planar MOSFETs. With the aid of diagrams, show the differences between these TWO (2) transistors. ",K3-APPLY
Determine the oxide capacitance. ,K3-APPLY
"With the aid of a diagram, briefly show how the width of a FinFET is estimated.",K3-APPLY
Determine the gate oxide capacitance.,K3-APPLY
Draw the water surface profile when the rainfall intensity is more than the design rainfall so that the inlet of the cuivert is submerged. Explain how the flow rate can be computed in this case. ,K3-APPLY
Estimate the magnitude of the bed shear stress by making necessary assumptions and justifications. ,K3-APPLY
Name and sketch the proposed retaining wall in plan view to show the main elements of the wall. ,K3-APPLY
"Write a formula to show the steady state assumption. If all other conditions remain identical, explain how an increase in k-1 would affect the Michaelis constant.",K3-APPLY
Provide the equations for the Eadie-Hofstee and Hanes-Woolf plot. Explain how these equations could be derived from the Michaelis-Menten equation. ,K3-APPLY
Draw and label an Eisenthal-Cornish-Bowden direct plot. Explain how kinetic parameters could be determined from this plot. ,K3-APPLY
Describe how the hexokinase enzymatic activity could be determined using the coupled assay method. ,K3-APPLY
Draw and label a titration curve for glutamic acid. Calculate the isoelectric point. ,K3-APPLY
"Using a farm animal species of your choice, sketch a graph and describe the scenario that demonstrate a strong genotype by environmental interaction that could influence breeding objectives. ",K3-APPLY
Determine the possible number of unique zygotes that could be produced upon successful mating. ,K3-APPLY
"The Friesian cow, a dairy breed, is a product of selective breeding. Predict the problems that may occur during the selection of Friesian Cows. ",K3-APPLY
A solid cube with dimensions of 10.0 nm was dispersed into water to become colloidal particles with dimensions of 1.0 nm. Calculate the changes of surface area to volume (surface / volume). ,K3-APPLY
Sketch the Type I isotherm and provide a brief description of its nature and the processes that gives rise to the isotherm. ,K3-APPLY
"Calculate the surface tension of a wetting liquid, C (1.23 gml-l ) which rises 1.50 m in a vertical capillary tube with the internal radius of 0.15 mm. ",K3-APPLY
A blue solid cube with dimensions of 10.0 x 10-9 m was dispersed into water to become colloidal particles with dimensions of 1.0 x 10-9 m. Calculate the changes of surface area to volume (surface / volume). ,K3-APPLY
Sketch the Type Il isotherm and provide a brief description of its nature and the processes that gives rise to the isotherm. ,K3-APPLY
Sketch the Type III isotherm and provide a brief description of its nature and the processes that give rise to the isotherm. ,K3-APPLY
Show how to modify Fitch's algorithm given in class today to accommodate non-binary,K3-APPLY
Relate the principle of reinforcement to classroom interactions.,K3-APPLY
  Use the unification algorithm to determine whether the following two terms are uni_able. Show intermediate step,K3-APPLY
"If notes are available on the professor’s website, how should those notes be used?",K3-APPLY
Take a collection of photographs to demonstrate a particular point.,K3-APPLY
How to construct simple solutions when problems are complex?,K3-APPLY
Relate topographic map to field features,K3-APPLY
How do we construct agents that can deliver. “good” assistance,K3-APPLY
How might lifestyles in the United States be modified if a more socialistic system were adopted?,K3-APPLY
"Draw 3 pictures showing the beginning, middle and ending of the story.",K3-APPLY
How do teenagers use code in emails and instant messages?,K3-APPLY
Calculate for x in the following equation: 12x=36,K3-APPLY
"Show, through role-play, the final scene in the novel.",K3-APPLY
Show how E-CRM can be used to improve marketing positioning as explained in the article,K3-APPLY
 Construct a family of networks to demonstrate that the number of different mincuts in a network can be exponential in the size of the network,K3-APPLY
Apply laws of statistics to evaluate the reliability of a written test.,K3-APPLY
How would you show your understanding of the ABC process,K3-APPLY
How could someone modify the Cornell Method to make it effective for researching a topic for a paper?,K3-APPLY
Demonstrate how your unit’s specific student learning outcomes are linked to the mission of UAM.,K3-APPLY
What questions would you ask if . . .?,K3-APPLY
Construct an analog circuit with the following specifications,K3-APPLY
Draw a picture of the bears' house.,K3-APPLY
How does one specify the syntactical restrictions,K3-APPLY
 How do you construct foliations on a given manifold M?,K3-APPLY
 Use the second-derivative test to determine whether critical points where f0(x) = 0 yield relative maxima or relative minima,K3-APPLY
Draw a picture of the gown Cinderella wore to the ball.,K3-APPLY
Construct a simple payroll program that computes net pay for those working 40 hours or less and net pay for those working over 40 hours.,K3-APPLY
Apply your understanding the Olympic spirit to develop a new motto or slogan.,K3-APPLY
What would you do if a heavy growth of bacteria had occurred ,K3-APPLY
Use Laplace to solve the following problems,K3-APPLY
Compute the area of actual circles.,K3-APPLY
 Construct one Turing Machine for computing each of the following functions,K3-APPLY
Specify a deterministic finite automaton (DFA) recognizing the,K3-APPLY
Use the rule for a semicolon in a sentence.,K3-APPLY
Construct a Venn diagram to determine the validity of the given argument.,K3-APPLY
What would result if …,K3-APPLY
Specify the thickness of a galvanized coating based on atmospheric data? (level 2) ,K3-APPLY
Show me how you would check the brake lights are working on this car,K3-APPLY
Demonstrate using the OPAC and your knowledge of library organization to find a book about turtles.,K3-APPLY
Construct the 4-Bit Ripple carry Adder Circuit,K3-APPLY
Solve for the ten following fraction multiplication problems. Please make sure to show all your work.,K3-APPLY
Make a scrapbook about the areas of study.,K3-APPLY
Use a manual to calculate an employee's vacation time.,K3-APPLY
Derive a kinetic model from experimental data.,K3-APPLY
Make up a puzzle game using the ideas from the study area.,K3-APPLY
Use the distance travelled and cost of petrol to calculate the cost of a coach trip using a spreadsheet.,K3-APPLY
Model an Olympic Village for the new Millenium.,K3-APPLY
Construct a market strategy for your product using a known strategy as a model.,K3-APPLY
Show how they have used creative writing strategies appropriate to the format,K3-APPLY
"In a teaching simulation with your peers role-playing 6th grade students, demonstrate the principle of reinforcement in classroom interactions and prepare a half page description of what happened during the simulation that validated the principle.",K3-APPLY
